lines_count, count_topup_tries, count_overall_errors, percent_overall_errors, vol_input, vol_input_rejected, start_time, end_time
63401, 31648, 31527, 49.73, 1595980, 3158031, 2021-05-02T15:49:31.491706, 2022-03-30T07:28:25.652125
